Date,Product,Region,Units_Sold,Revenue,Profit
2026-09-25,Laminate Classic,East,21,35076,7399
2025-02-03,Plywood Premium,West,38,119525,22981
2026-11-19,Plywood Premium,West,48,89051,16966
2026-05-08,MDF Board,South,46,60939,9567
2026-01-31,Veneer Sheet,North,21,29995,9400
2025-01-31,Plywood Premium,North,30,43514,12496
2026-01-02,Plywood Premium,North,34,82049,14708
2026-04-01,MDF Board,East,26,53676,9729
2025-10-06,Laminate Classic,South,25,30878,6003
2025-05-06,Veneer Sheet,North,17,42173,6569
2026-10-30,MDF Board,South,43,69161,16085
2025-03-12,Veneer Sheet,North,36,38795,8341
2025-10-20,Plywood Premium,North,32,52624,15692
2026-01-01,Laminate Classic,South,22,32854,6086
2025-12-29,Laminate Classic,South,17,25573,4864
2026-01-31,Laminate Classic,East,19,40421,7375
2026-02-07,MDF Board,East,38,44350,11384
2025-06-02,MDF Board,South,31,66111,14051
2025-05-01,Laminate Classic,South,19,35888,6675
2026-06-10,MDF Board,South,25,54483,11834
2025-03-23,MDF Board,East,38,56078,10775
2025-06-03,MDF Board,South,27,65098,12739
2025-07-07,Veneer Sheet,North,20,40872,9215
2025-06-12,Veneer Sheet,West,26,31756,9863
2026-12-01,Laminate Classic,East,19,28287,5668
2026-03-06,Plywood Premium,North,31,67561,15681
2026-04-27,Laminate Classic,South,26,38711,6465
2026-12-06,MDF Board,East,42,55425,14825
2026-06-10,Plywood Premium,North,23,73619,14696
2025-06-12,Veneer Sheet,West,23,34801,6301
2026-05-23,MDF Board,South,32,64769,14249
2026-01-05,Laminate Classic,East,16,40789,7464
2025-11-02,Laminate Classic,East,22,41477,6604
2025-11-05,Plywood Premium,North,44,51484,20230
2025-04-30,Plywood Premium,North,21,44865,10483
2025-01-28,Plywood Premium,West,46,66761,15068
2025-07-14,Plywood Premium,North,33,66251,16977
2026-12-05,Laminate Classic,South,14,28183,4780
2026-02-21,Plywood Premium,West,29,76245,21590
2025-07-20,Laminate Classic,East,23,36190,5125
2025-05-21,MDF Board,East,44,58185,9159
2026-01-16,Laminate Classic,South,22,22278,4762
2025-07-15,Veneer Sheet,North,24,35731,7808
2025-08-10,Plywood Premium,North,38,56143,17464
2025-09-16,Veneer Sheet,North,29,38347,10209
2026-07-07,Veneer Sheet,North,23,40826,10611
2025-07-18,Veneer Sheet,West,26,38425,9032
2026-07-27,Plywood Premium,North,21,63913,12085
2025-03-21,Plywood Premium,West,61,103320,25490
2025-03-12,Veneer Sheet,North,32,36492,8908
2025-10-30,Laminate Classic,East,17,35116,5322
2026-07-26,Plywood Premium,West,39,67206,22190
2025-05-01,Laminate Classic,South,23,39308,7480
2026-02-01,Plywood Premium,North,24,65545,12687
2026-10-05,MDF Board,East,30,44889,13184
2026-04-08,Plywood Premium,West,53,104659,21216
2025-08-02,Veneer Sheet,West,24,48076,6589
2026-05-11,Laminate Classic,South,22,31305,7681
2025-07-17,Plywood Premium,North,26,74017,17247
2026-06-20,Plywood Premium,North,31,63769,14058
2027-01-12,Laminate Classic,East,18,41086,8183
2025-04-20,Laminate Classic,South,20,28288,7871
2025-11-01,MDF Board,East,23,50275,12125
2026-04-08,Veneer Sheet,West,30,36297,9946
2026-06-13,Laminate Classic,South,17,33342,7130
2025-05-01,Laminate Classic,East,26,36428,6490
2025-10-13,Plywood Premium,North,25,74787,20021
2025-06-09,Plywood Premium,West,49,86862,23048
2025-09-29,Veneer Sheet,North,20,45904,10947
2026-11-02,Laminate Classic,East,24,28048,8140
2026-11-20,Veneer Sheet,North,35,47546,9993
2025-05-31,Laminate Classic,East,15,36795,6447
2025-07-12,Plywood Premium,West,37,97644,26808
2025-08-01,Laminate Classic,South,21,37206,6956
2026-12-03,Plywood Premium,North,26,51946,18332
2026-12-15,Laminate Classic,East,17,32713,6794
2025-05-18,Veneer Sheet,North,22,31880,6686
2026-06-25,MDF Board,South,36,56195,9010
2026-01-18,MDF Board,East,37,61781,13211
2025-06-17,Veneer Sheet,West,32,42898,9746
2025-02-21,Plywood Premium,North,27,53282,10657
2025-06-14,Veneer Sheet,West,21,37513,9588
2025-08-28,MDF Board,South,42,73821,10722
2026-09-23,Plywood Premium,North,37,71827,16302
2025-09-11,Laminate Classic,East,19,38373,7853
2025-02-19,Veneer Sheet,West,34,37345,7784
2026-12-06,Veneer Sheet,North,28,48875,7211
2026-05-16,MDF Board,East,41,61137,10000
2026-12-22,Laminate Classic,East,24,27400,8148
2025-01-30,Laminate Classic,South,22,28826,5282
2026-02-26,Plywood Premium,North,27,46047,12604
2026-08-01,Veneer Sheet,North,20,37963,10861
2026-08-30,Laminate Classic,South,22,30492,5046
2026-07-01,Laminate Classic,East,23,31208,5616
2026-12-22,Plywood Premium,North,35,59829,15147
2026-06-03,Plywood Premium,West,66,86252,31701
2026-12-12,Plywood Premium,North,36,77434,15830
2026-01-02,MDF Board,East,32,52645,8335
2025-06-24,Laminate Classic,East,16,40085,8325
2026-01-17,Veneer Sheet,North,33,41899,11896
2025-09-05,Laminate Classic,South,18,33132,7283
2026-05-13,Plywood Premium,West,34,82329,24376
2026-09-11,Plywood Premium,West,56,110484,25016
2025-03-19,Veneer Sheet,North,27,32620,7568
2027-01-08,MDF Board,East,41,42669,11118
2026-09-10,Plywood Premium,North,26,55374,14379
2026-10-26,Plywood Premium,West,29,105058,17688
2026-11-20,MDF Board,South,52,59698,12692
2026-02-14,MDF Board,South,43,66109,14526
2027-01-14,MDF Board,East,41,69996,11291
2025-04-21,Veneer Sheet,North,27,49557,11364
2026-03-05,Laminate Classic,South,16,33169,6001
2025-07-20,Veneer Sheet,West,20,44402,7356
2026-08-31,Veneer Sheet,North,31,42769,9882
2026-08-13,MDF Board,East,37,42356,9618
2025-12-07,MDF Board,South,48,55526,14253
2025-04-16,MDF Board,South,40,51433,13256
2026-01-11,Veneer Sheet,West,22,44191,6994
2026-05-14,Veneer Sheet,West,19,49545,8960
2026-01-04,MDF Board,East,38,54806,9493
2026-06-21,Laminate Classic,South,17,32735,6356
2026-05-02,Veneer Sheet,West,18,35438,10731
2025-07-29,Laminate Classic,East,28,27600,7200
2025-12-13,Laminate Classic,East,16,42456,6200
2025-03-31,Laminate Classic,East,18,27456,4881
2025-02-21,MDF Board,South,45,62178,11795
2025-12-21,Veneer Sheet,North,29,48673,10547
2026-03-02,Plywood Premium,North,27,51761,13807
2026-07-19,MDF Board,South,32,65559,12691
2025-10-06,Plywood Premium,North,21,60046,15870
2025-07-07,MDF Board,East,45,58962,15195
2027-01-05,Laminate Classic,South,17,31372,5753
2026-10-21,Veneer Sheet,West,32,33199,8996
2026-08-10,Veneer Sheet,West,25,49392,10595
2025-04-13,Plywood Premium,North,22,67299,11113
2025-07-11,Laminate Classic,South,27,30628,5226
2026-04-30,Veneer Sheet,West,19,32641,9193
2026-06-19,Veneer Sheet,North,21,47886,10143
2025-07-14,Veneer Sheet,North,28,37284,8836
2026-07-01,Plywood Premium,West,39,100263,15193
2026-03-05,MDF Board,East,23,55289,13988
2027-01-26,Veneer Sheet,North,33,50760,9701
2025-07-03,Veneer Sheet,West,18,39465,9685
2026-06-14,Laminate Classic,East,27,34716,8590
2026-07-24,Plywood Premium,North,39,52718,13570
2026-06-20,MDF Board,South,50,64772,14736
2025-07-31,MDF Board,South,40,57008,13747
2025-07-16,MDF Board,East,24,57988,8748
2025-01-28,Veneer Sheet,West,23,35752,7887
2025-04-23,Veneer Sheet,West,25,46462,9129
2025-03-23,Plywood Premium,North,30,53885,14251
2025-08-06,Laminate Classic,East,17,29789,6852
2025-05-21,Plywood Premium,North,31,58337,9837
2026-03-01,MDF Board,South,47,62731,16131
2025-12-27,Plywood Premium,North,43,80471,11353
2026-11-29,Laminate Classic,East,32,29379,7766
2025-12-11,Plywood Premium,West,52,85911,26383
2026-12-06,Veneer Sheet,West,24,34955,7160
2025-08-20,Veneer Sheet,West,30,41917,9893
2026-04-09,Laminate Classic,South,16,26390,8982
2026-08-02,MDF Board,East,28,59374,12928
2026-03-04,MDF Board,South,43,63930,11493
2025-04-09,MDF Board,East,43,59670,10784
2025-03-03,Plywood Premium,West,45,98644,26361
2025-10-18,Laminate Classic,South,24,28556,8931
2025-09-25,Veneer Sheet,North,30,46598,10191
2026-04-21,Plywood Premium,West,34,104780,21645
2025-03-27,Plywood Premium,West,55,79961,25078
2025-09-28,Laminate Classic,South,26,24252,4681
2026-12-12,Laminate Classic,East,17,38748,9091
2026-01-29,Plywood Premium,West,42,97651,28418
2025-09-30,Laminate Classic,South,18,33813,7836
2025-08-17,Laminate Classic,South,17,33810,8067
2026-05-09,MDF Board,South,50,45219,11370
2025-03-23,Laminate Classic,East,16,39551,6548
2025-11-27,Laminate Classic,South,22,32922,6327
2026-11-03,MDF Board,South,50,56524,12553
2026-05-31,Veneer Sheet,North,22,43227,10164
2026-09-18,Plywood Premium,North,34,53391,14590
2026-06-01,Veneer Sheet,West,27,38490,7290
2026-12-22,Plywood Premium,West,62,78480,29338
2026-03-22,Laminate Classic,South,24,30212,7501
2026-03-03,Plywood Premium,North,30,48843,16475
2025-03-21,Laminate Classic,South,18,30659,4960
2025-08-05,Plywood Premium,West,42,66247,20893
2025-07-29,Plywood Premium,West,36,92518,15138
2026-02-13,Veneer Sheet,West,35,33382,9009
2026-12-31,Veneer Sheet,West,34,44002,9695
2026-09-02,MDF Board,South,37,66762,8906
2026-03-31,Plywood Premium,West,42,90442,18962
2025-12-13,Veneer Sheet,North,21,51925,11222
2026-07-11,Laminate Classic,East,27,37585,7679
2026-01-13,Veneer Sheet,West,22,34346,7718
2025-06-14,Veneer Sheet,North,21,51006,8634
2026-09-30,Veneer Sheet,West,30,44719,7655
2026-03-05,Plywood Premium,North,30,66316,12270
2026-08-26,Veneer Sheet,North,18,37850,6214
2025-03-08,MDF Board,South,31,45657,14175
2026-09-17,Laminate Classic,East,21,26420,5201
2026-10-16,Veneer Sheet,West,20,46704,7338
2025-05-04,Laminate Classic,South,16,30199,6911
2026-11-23,Laminate Classic,East,16,31359,6056
2026-01-31,MDF Board,South,51,61502,12793
2025-10-30,MDF Board,South,37,59410,13781
2026-04-08,MDF Board,South,31,53490,12721
2025-04-03,Plywood Premium,North,27,42885,13361
2025-11-19,Veneer Sheet,North,22,48134,7864
2025-11-05,Veneer Sheet,North,26,39154,9246
2026-07-28,Plywood Premium,North,31,41726,12415
2026-07-09,MDF Board,South,42,63510,10643
2026-11-23,Veneer Sheet,West,31,45876,8747
2025-12-23,Laminate Classic,East,19,28502,6449
2026-12-25,MDF Board,South,37,63541,10920
2025-06-02,MDF Board,South,28,55162,14539
2026-02-06,MDF Board,East,29,42508,14296
2025-07-15,Plywood Premium,West,51,102813,22624
2026-12-02,Veneer Sheet,West,25,39626,11017
2025-08-28,Plywood Premium,West,49,86452,19847
2025-08-15,Laminate Classic,East,21,27534,6802
2026-08-21,MDF Board,East,43,60932,13515
2026-03-16,MDF Board,East,31,61065,11965
2026-11-29,Plywood Premium,West,61,113895,25897
2025-06-09,Veneer Sheet,West,26,41887,9032
2026-05-24,Laminate Classic,East,24,30021,8299
2026-07-06,Plywood Premium,West,41,95024,20122
2026-03-23,Laminate Classic,East,27,35381,7204
2026-05-30,Laminate Classic,South,23,35160,5738
2026-03-30,Laminate Classic,South,23,26661,5402
2025-03-07,MDF Board,East,40,66461,14619
2025-11-05,Laminate Classic,South,23,30750,6825
2026-02-17,Laminate Classic,South,20,30762,8613
2026-02-04,Veneer Sheet,West,27,39998,9283
2025-08-12,MDF Board,East,26,47896,12456
2026-02-02,Veneer Sheet,North,24,45658,10949
2026-03-22,Laminate Classic,South,24,33887,7480
2025-12-11,Laminate Classic,East,25,35218,5462
2026-11-15,Plywood Premium,North,25,45743,17246
2026-08-16,MDF Board,East,33,36877,11501
2025-08-10,Laminate Classic,East,27,37322,6144
2026-04-28,Veneer Sheet,North,39,50934,11312
2025-07-11,MDF Board,East,38,61614,13083
2025-11-06,Plywood Premium,West,57,100857,24246
2026-01-02,MDF Board,East,31,48851,9324
2026-04-16,Veneer Sheet,North,25,46483,9263
2025-11-27,Plywood Premium,West,44,77556,18247
2025-05-17,Plywood Premium,North,38,61087,12444
2026-03-28,MDF Board,East,35,53391,13321
2025-12-14,Laminate Classic,South,21,36917,7465
2026-04-05,MDF Board,East,38,47742,9317
2026-10-31,MDF Board,East,46,49519,11946
2026-08-12,MDF Board,East,36,56542,14566
2026-04-22,Laminate Classic,South,26,29982,8181
2025-07-02,Veneer Sheet,North,33,41436,11835
2026-10-27,Veneer Sheet,North,20,45446,11744
2026-04-24,Laminate Classic,East,24,38739,8653
2026-10-17,Plywood Premium,North,21,41059,13174
2025-04-19,Veneer Sheet,West,34,31136,9522
2026-01-10,Plywood Premium,North,21,51339,12275
2025-08-29,Plywood Premium,West,60,100756,29748
2026-03-26,Veneer Sheet,North,29,42760,8185
2026-11-12,Laminate Classic,East,16,33385,5605
2026-10-09,Plywood Premium,West,39,103081,24931
2025-03-01,Plywood Premium,North,41,68504,14141
2025-04-20,MDF Board,South,50,49169,10444
2025-08-26,Veneer Sheet,North,26,36350,7850
2026-09-13,MDF Board,South,46,47950,11310
2026-10-13,Veneer Sheet,North,26,45953,11309
2026-06-06,Veneer Sheet,North,27,35092,7888
2025-10-04,Laminate Classic,South,13,34322,4769
2026-05-14,MDF Board,South,40,71742,10025
2025-10-30,Plywood Premium,North,20,49156,11804
2025-04-10,Plywood Premium,North,24,48431,12202
2026-03-12,Veneer Sheet,West,29,31173,7186
2026-06-21,Laminate Classic,East,18,32054,8882
2026-05-09,Plywood Premium,North,25,77738,17610
2025-04-19,Laminate Classic,East,17,32736,8285
2026-01-03,Laminate Classic,East,15,27944,8672
2025-09-04,Plywood Premium,North,35,49893,14149
2025-07-23,Veneer Sheet,North,26,36262,8432
2026-01-23,Laminate Classic,South,28,33963,5652
2026-06-01,MDF Board,South,48,71857,15148
2025-08-25,Plywood Premium,West,38,94023,26887
2026-03-15,Plywood Premium,West,50,94839,17224
2025-02-02,Plywood Premium,North,24,68956,14495
2026-06-01,Laminate Classic,East,19,44012,6158
2026-08-30,MDF Board,East,38,53285,12733
2026-07-08,Plywood Premium,West,54,93664,18353
2025-05-05,Laminate Classic,East,17,28180,5728
2027-01-02,Veneer Sheet,North,23,49279,11322
2025-07-11,Plywood Premium,North,35,51878,17730
2025-04-12,MDF Board,East,39,66018,14117
2025-12-03,Laminate Classic,East,27,31404,6343
2026-09-13,Laminate Classic,South,18,29346,5103
2026-09-27,Laminate Classic,South,14,28166,5513
2026-04-29,Plywood Premium,West,44,71980,18527
2025-04-26,Plywood Premium,North,38,61878,17614
2026-12-14,MDF Board,South,41,44579,14319
2025-10-27,Veneer Sheet,North,32,49569,9520
2025-02-11,Laminate Classic,East,28,34463,8975
2025-07-02,Veneer Sheet,North,19,35187,8111
2026-04-19,Plywood Premium,North,32,70297,14255
2026-05-06,Veneer Sheet,North,31,38039,11104
2026-12-03,Veneer Sheet,West,34,43128,9618
2025-10-07,Plywood Premium,North,28,61970,17603
2025-04-06,Veneer Sheet,West,35,44765,9490
2026-12-12,Laminate Classic,South,14,30901,7074
2026-02-20,Plywood Premium,North,27,61412,15012
2026-02-17,Plywood Premium,North,31,61378,17995
2026-12-31,MDF Board,East,42,46778,10719
2025-06-14,Veneer Sheet,West,34,42523,10741
2025-10-27,Plywood Premium,West,56,86031,22257
2025-05-04,Laminate Classic,East,22,31595,6242
2025-11-11,Veneer Sheet,West,23,38543,9486
2025-05-01,Veneer Sheet,West,24,38168,10059
2026-01-17,Plywood Premium,West,38,91832,30233
2025-08-07,Laminate Classic,South,26,30509,8314
2027-01-13,Plywood Premium,North,33,57552,12734
2025-07-17,MDF Board,South,41,48576,15704
2026-06-19,Veneer Sheet,West,27,36010,8777
2025-03-23,Laminate Classic,South,23,33543,6800
2025-06-03,MDF Board,East,38,53034,7834
2025-06-26,MDF Board,South,31,62813,11761
2025-12-18,Laminate Classic,South,17,31826,5562
2025-07-17,Plywood Premium,North,23,61202,17223
2026-01-15,MDF Board,East,34,55421,12435
2026-04-11,Veneer Sheet,North,28,34768,10202
2025-10-02,Laminate Classic,South,17,36759,7680
2025-04-03,Plywood Premium,North,43,62207,17847
2025-04-04,Plywood Premium,West,54,96839,21799
2025-08-02,MDF Board,South,50,56986,11353
2026-12-29,Veneer Sheet,West,32,45018,6664
2026-12-06,Veneer Sheet,North,27,33515,11376
2025-08-13,Veneer Sheet,North,21,46092,10740
2025-02-26,Plywood Premium,West,63,87507,30573
2026-04-02,Veneer Sheet,North,23,39459,10422
2026-12-05,MDF Board,South,35,51122,8582
2026-08-30,Plywood Premium,West,48,81822,30232
2025-07-10,Plywood Premium,North,30,62444,14365
2026-11-30,Laminate Classic,East,29,39500,5915
2026-06-29,Veneer Sheet,West,27,32926,10256
2026-08-28,Plywood Premium,North,40,64971,12464
2026-03-28,Plywood Premium,North,31,66133,16455
2026-11-26,Veneer Sheet,North,19,46154,7004
2025-08-27,MDF Board,South,43,72308,11245
2026-12-16,Laminate Classic,East,23,33289,6170
2026-07-04,Veneer Sheet,West,34,35568,7595
2025-02-02,MDF Board,South,46,45622,13759
2026-09-06,MDF Board,East,35,57154,7781
2025-12-06,Plywood Premium,North,32,79976,19910
2025-06-15,MDF Board,East,30,51206,11449
2026-04-23,Plywood Premium,North,29,53453,12239
2025-08-05,Plywood Premium,West,39,87364,25463
2025-10-15,Laminate Classic,South,14,25889,7987
2026-05-10,Veneer Sheet,West,21,44751,10485
2025-05-01,MDF Board,East,39,56860,11110
2025-08-27,Laminate Classic,South,20,32453,6244
2026-09-29,Plywood Premium,West,61,83829,29994
2026-10-01,Laminate Classic,East,17,25614,7871
2025-10-20,Laminate Classic,East,20,27743,7010
2025-07-29,Veneer Sheet,West,26,34654,6188
2025-04-18,MDF Board,East,21,58013,13294
2026-02-23,Plywood Premium,West,47,96217,26361
2025-06-18,Plywood Premium,West,56,83967,30244
2026-01-30,MDF Board,East,34,50839,11628
2025-09-24,Veneer Sheet,West,34,33397,9214
2025-03-24,MDF Board,South,34,59564,11804
2025-09-21,Plywood Premium,West,53,98028,29480
2026-05-18,Laminate Classic,South,19,24228,4712
2026-01-03,Laminate Classic,East,24,27768,6054
2026-08-30,MDF Board,East,41,61793,8728
2026-08-28,Laminate Classic,East,21,28220,9404
2025-12-23,MDF Board,East,36,43462,14545
2026-11-13,MDF Board,East,25,64459,10739
2025-11-09,Plywood Premium,North,33,59931,19347
2026-04-20,Laminate Classic,South,16,31177,5477
2026-12-10,MDF Board,South,34,56434,8584
2025-06-01,Plywood Premium,West,54,101037,18576
2026-06-27,Plywood Premium,North,43,54252,15301
2025-07-22,Veneer Sheet,North,37,35354,7890
2025-03-21,Laminate Classic,South,14,29819,6295
2025-08-18,MDF Board,East,36,48437,8798
2025-03-25,Veneer Sheet,North,25,50844,9490
2025-07-07,Veneer Sheet,West,26,33649,7249
2025-02-20,Laminate Classic,East,21,37903,6062
2025-09-07,Laminate Classic,East,22,33419,6747
2026-07-12,Veneer Sheet,West,21,40903,9965
2025-10-23,Veneer Sheet,West,31,35946,6750
2026-09-08,Laminate Classic,East,22,39179,6569
2026-08-13,Laminate Classic,South,25,23709,8058
2026-05-23,MDF Board,East,43,57615,12283
2026-03-19,Veneer Sheet,North,25,43421,10095
2025-06-06,Plywood Premium,West,45,86863,24492
2025-01-31,Plywood Premium,North,25,76033,16870
2025-12-07,Plywood Premium,North,31,40405,14892
2025-08-29,Veneer Sheet,West,26,33656,9358
2026-09-30,Veneer Sheet,North,34,44600,9301
2026-03-04,MDF Board,East,31,43178,14877
2025-01-14,MDF Board,East,24,56015,13164
2026-11-03,Veneer Sheet,West,18,30025,8010
2025-05-03,Plywood Premium,West,41,110033,21360
2026-01-08,Veneer Sheet,North,30,36096,9692
2026-06-30,Veneer Sheet,North,20,44877,6954
2025-06-26,Plywood Premium,North,25,65824,14454
2026-08-19,Veneer Sheet,West,17,40009,9872
2025-02-23,Plywood Premium,North,34,60792,15644
2026-02-13,Plywood Premium,North,37,82090,11704
2026-09-16,Plywood Premium,West,46,90885,22054
2026-09-23,Laminate Classic,South,14,31363,5918
2025-12-23,Laminate Classic,South,17,38613,9145
2025-08-15,Laminate Classic,East,27,42808,7793
2025-06-13,Plywood Premium,North,28,54530,10826
2025-05-15,Veneer Sheet,North,20,49224,8037
2026-04-25,MDF Board,East,34,41883,13001
2026-09-07,Veneer Sheet,West,27,36426,6812
2026-02-16,Plywood Premium,West,54,105773,23937
2026-01-19,Veneer Sheet,North,30,36821,7899
2025-09-12,MDF Board,East,38,46958,9478
2025-07-30,Laminate Classic,East,24,40444,9272
2026-10-09,MDF Board,East,32,37914,10793
2026-06-13,Laminate Classic,East,19,32833,7266
2026-09-11,Plywood Premium,West,35,108668,21346
2025-03-23,Veneer Sheet,North,37,54507,9897
2025-02-27,Plywood Premium,North,26,47958,12521
2025-12-11,Plywood Premium,West,50,103259,21798
2026-12-03,Plywood Premium,West,56,82539,26246
2025-04-02,Plywood Premium,West,57,91167,30303
2026-12-12,MDF Board,East,45,61390,13921
2025-03-20,Plywood Premium,West,50,115032,21349
2025-07-26,Plywood Premium,North,38,47825,14001
2025-03-28,MDF Board,East,35,40465,8234
2026-03-17,MDF Board,South,39,56289,9793
2025-03-08,Laminate Classic,South,27,25855,7132
2026-01-09,Laminate Classic,East,23,37469,8034
